"","Category","m","Year","COG_hat","SE"
"127","2","2","1994","4229.96064777489","55.2510958252346"
"128","2","2","1995","4271.72595960763","72.9273063132701"
"129","2","2","1996","4200.3465013138","48.8157863776007"
"130","2","2","1997","4211.69434898186","52.7702317978904"
"131","2","2","1998","4179.90632864764","51.068670595572"
"132","2","2","1999","4252.15220343665","48.6560955943182"
"133","2","2","2000","4180.34766504098","44.5031849254489"
"134","2","2","2001","4281.25250121188","57.1342768431838"
"135","2","2","2002","4191.18936937968","57.7573203796015"
"136","2","2","2003","4143.96186435034","65.1067572273541"
"137","2","2","2004","4207.64947686341","65.8299830851644"
"138","2","2","2005","4166.73921156815","48.2029013655497"
"139","2","2","2006","4257.62841398713","67.2781500910598"
"140","2","2","2007","4193.97600070117","49.2831471611363"
"141","2","2","2008","4212.4232615141","56.9208781792138"
"142","2","2","2009","4189.72743970271","52.2573029454048"
"143","2","2","2010","4260.81589739357","65.4523508271548"
"144","2","2","2011","4207.25694214698","56.0564394496969"
"145","2","2","2012","4211.00257010327","54.7286552639929"
"146","2","2","2013","4269.18526246978","64.1731010594319"
"147","2","2","2014","4253.96477592501","48.4518485217886"
"148","2","2","2015","4187.36444358906","51.8731167376344"
"149","2","2","2016","4281.70507939906","67.6294522068029"
"150","2","2","2017","4201.372187092","65.3363898181279"
"151","2","2","2018","4250.10317293144","53.0478064491544"
"152","2","2","2019","4262.26066968008","68.3995496870084"
"153","3","1","1982","406.913159767699","24.5796268611716"
"154","3","1","1983","392.942814258669","25.4236806966106"
"155","3","1","1984","399.10889517807","25.9570446768248"
"156","3","1","1985","363.205967435497","23.3220254379914"
"157","3","1","1986","378.422367747249","26.1105908756493"
"158","3","1","1987","390.292978726723","24.2051088917092"
"159","3","1","1988","401.947965386265","28.6869028034244"
"160","3","1","1989","398.749371274078","24.6886735858378"
"161","3","1","1990","419.416852062375","25.4176014764474"
"162","3","1","1991","388.452865602912","25.6401932571813"
"163","3","1","1992","402.937929827619","25.604685706312"
"164","3","1","1993","408.334378672062","21.9125017238137"
"165","3","1","1994","411.698963273031","21.8676217861179"
"166","3","1","1995","397.392698374441","18.6788875523505"
"167","3","1","1996","384.763655051469","23.0583753619891"
"168","3","1","1997","416.278168288438","24.0679804902695"
"169","3","1","1998","408.82564320298","22.8216820258779"
"170","3","1","1999","407.219267107314","23.6646437203334"
"171","3","1","2000","425.024853182771","25.4247911368986"
"172","3","1","2001","384.148108707782","22.2049040059394"
"173","3","1","2002","405.835084458479","21.1889787285493"
"174","3","1","2003","389.214731588878","25.6221566012634"
"175","3","1","2004","375.256921206301","17.9027459114907"
"176","3","1","2005","415.38907483678","24.1180601356404"
"177","3","1","2006","380.084526167944","21.0260429970835"
"178","3","1","2007","423.437796285487","25.5210007880347"
"179","3","1","2008","387.426941383158","22.8214747741913"
"180","3","1","2009","411.672610260062","24.8209979895085"
"181","3","1","2010","410.407562632582","20.9756077787358"
"182","3","1","2011","395.077440084198","20.714589689103"
"183","3","1","2012","413.004204526977","19.8754819414088"
"184","3","1","2013","404.257113111135","26.5058520618188"
"185","3","1","2014","396.197894302711","24.4361100862583"
"186","3","1","2015","425.911325691138","27.8692181681537"
"187","3","1","2016","402.968271555597","28.7343667530171"
"188","3","1","2017","401.947965386265","28.6869028034244"
"189","3","1","2018","407.817436717582","26.4609569918784"
"190","3","1","2019","437.684201307613","26.3847945947087"
"191","3","2","1982","4528.17615016751","15.2346315580908"
"192","3","2","1983","4526.85304619953","16.8779261404714"
"193","3","2","1984","4521.89337337667","19.1020845902446"
"194","3","2","1985","4512.7957519091","18.0323866353095"
"195","3","2","1986","4513.94323425551","19.9653595534142"
"196","3","2","1987","4520.85850233893","17.3608572012005"
"197","3","2","1988","4527.25598208569","17.166486397704"
"198","3","2","1989","4530.51134711504","16.5842518285255"
"199","3","2","1990","4528.51539452158","17.344268509057"
"200","3","2","1991","4524.85678335709","17.2090550633568"
"201","3","2","1992","4522.87884342575","17.7708732589377"
"202","3","2","1993","4531.58569203288","14.9720146258377"
"203","3","2","1994","4527.77051565151","15.8838287013238"
"204","3","2","1995","4530.99831905567","12.9663693920346"
"205","3","2","1996","4519.06576096053","16.4673522010932"
"206","3","2","1997","4534.86175196377","15.8943396930542"
"207","3","2","1998","4525.49581466031","16.2624539444321"
"208","3","2","1999","4527.68920504583","15.1713422321979"
"209","3","2","2000","4531.01162914836","16.1982847801455"
"210","3","2","2001","4526.36537911663","15.3784523042848"
"211","3","2","2002","4535.90125362749","16.1218992436241"
"212","3","2","2003","4525.03416536227","17.1675276396337"
"213","3","2","2004","4527.95476919206","14.1327688111197"
"214","3","2","2005","4527.1050623192","17.0023501839331"
"215","3","2","2006","4529.26060483246","16.0900014162481"
"216","3","2","2007","4531.27048214755","16.9491119885894"
"217","3","2","2008","4525.29647798467","16.5220990160491"
"218","3","2","2009","4528.87256986629","15.5171518181009"
"219","3","2","2010","4530.85286717065","13.8063453233839"
"220","3","2","2011","4530.77314811123","13.9992512208711"
"221","3","2","2012","4534.22178607114","13.816349110964"
"222","3","2","2013","4526.22816399727","16.2386279375694"
"223","3","2","2014","4525.18786226601","16.4653758968616"
"224","3","2","2015","4531.79956638266","16.5974864059878"
"225","3","2","2016","4530.71424322481","16.7974881303902"
"226","3","2","2017","4527.25598208569","17.166486397704"
"227","3","2","2018","4533.39007766122","15.9472174717709"
"228","3","2","2019","4536.55654889629","13.654931594393"
