status,mode_fx,year,wave,sub_reg,st,area_x,estrips,NUMVAR
FINAL,3,2017,1,6,12,1,"2,203,815",450449201092
FINAL,3,2017,1,6,12,5,"2,327,667",389977263247
FINAL,5,2017,1,6,12,1,"11,278",9880279.9688
FINAL,5,2017,1,6,12,2,"5,264",2243685.6675
FINAL,5,2017,1,6,12,5,"7,421",1520944.0002
FINAL,7,2017,1,6,12,1,"278,264",8391989848
FINAL,7,2017,1,6,12,2,"101,130",1280830109.1
FINAL,7,2017,1,6,12,5,"993,293",71371590672
FINAL,3,2017,1,6,37,1,"1,048,674",93073552882
FINAL,3,2017,1,6,37,5,"670,405",48883471831
FINAL,5,2017,1,6,37,2,572,52684.593822
FINAL,5,2017,1,6,37,5,603,38190.116801
FINAL,7,2017,1,6,37,1,"30,300",163357813.46
FINAL,7,2017,1,6,37,2,"80,088",1380011321.8
FINAL,7,2017,1,6,37,5,"883,652",43729065910
FINAL,3,2017,1,7,1,1,"992,813",120149753407
FINAL,3,2017,1,7,1,5,"152,645",9867488586.7
FINAL,5,2017,1,7,1,1,312,14981.788509
FINAL,5,2017,1,7,1,2,130,15250.574162
FINAL,5,2017,1,7,1,5,77,2655.3257818
FINAL,7,2017,1,7,1,1,"16,540",101317302.56
FINAL,7,2017,1,7,1,2,"31,991",299945618.88
FINAL,7,2017,1,7,1,5,"276,488",4384036186.4
FINAL,3,2017,1,7,12,3,"2,043,174",388612006011
FINAL,3,2017,1,7,12,5,"1,603,663",244348299655
FINAL,5,2017,1,7,12,3,"17,390",7388053.2568
FINAL,5,2017,1,7,12,4,"41,663",36237129.117
FINAL,5,2017,1,7,12,5,"21,781",12216521.323
FINAL,7,2017,1,7,12,3,"772,798",71884031407
FINAL,7,2017,1,7,12,4,"225,848",5790733631
FINAL,7,2017,1,7,12,5,"1,240,565",117221945524
FINAL,3,2017,1,7,28,5,"521,510",22819772387
FINAL,5,2017,1,7,28,5,430,44105.46528
FINAL,7,2017,1,7,28,1,981,1179571.746
FINAL,7,2017,1,7,28,2,"27,829",406910601.3
FINAL,7,2017,1,7,28,5,"177,046",2437769013.1
FINAL,3,2017,2,4,9,5,"495,360",18186214301
FINAL,5,2017,2,4,9,5,9,0
FINAL,7,2017,2,4,9,5,"79,123",423275942.48
FINAL,4,2017,2,4,23,2,178,0
FINAL,3,2017,2,4,25,1,"110,719",731855817.92
FINAL,3,2017,2,4,25,5,"187,033",2088432679.9
FINAL,4,2017,2,4,25,1,69,5.3684867268
FINAL,4,2017,2,4,25,2,"1,486",2457.1598257
FINAL,4,2017,2,4,25,5,194,41.725318324
FINAL,5,2017,2,4,25,1,12,4.2888062132
FINAL,5,2017,2,4,25,2,325,3243.4096987
FINAL,5,2017,2,4,25,5,111,7759.8832676
FINAL,7,2017,2,4,25,1,"8,346",5919040.7196
FINAL,7,2017,2,4,25,2,"49,772",210520224.85
FINAL,7,2017,2,4,25,5,"51,875",228691948.07
FINAL,4,2017,2,4,33,2,"1,120",12687.845901
FINAL,5,2017,2,4,33,2,223,0
FINAL,5,2017,2,4,33,5,10,0
FINAL,3,2017,2,4,44,1,"57,380",1245941627.1
FINAL,3,2017,2,4,44,5,"95,169",2068707350
FINAL,4,2017,2,4,44,1,40,12.949426392
FINAL,4,2017,2,4,44,2,104,87.538122412
FINAL,5,2017,2,4,44,2,23,45.654202417
FINAL,5,2017,2,4,44,5,8,5.0726891575
FINAL,7,2017,2,4,44,1,"12,606",64153675.292
FINAL,7,2017,2,4,44,5,"56,238",443235564.95
FINAL,3,2017,2,5,10,5,"105,344",679985452.67
FINAL,4,2017,2,5,10,2,43,153.14185283
FINAL,4,2017,2,5,10,5,74,464.04712333
FINAL,5,2017,2,5,10,1,2,4.1991310223
FINAL,5,2017,2,5,10,2,12,127.02371342
FINAL,5,2017,2,5,10,5,10,99.794973201
FINAL,7,2017,2,5,10,5,"30,934",185774374.25
FINAL,3,2017,2,5,24,1,645,429574.49862
FINAL,3,2017,2,5,24,5,"612,977",30929651277
FINAL,4,2017,2,5,24,1,3,0.0426803563
FINAL,4,2017,2,5,24,2,202,143.57671875
FINAL,4,2017,2,5,24,5,99,7649.2646606
FINAL,5,2017,2,5,24,5,"19,366",28736148.934
FINAL,7,2017,2,5,24,5,"570,560",29046408666
FINAL,3,2017,2,5,34,1,"265,480",21592248695
FINAL,3,2017,2,5,34,5,"430,431",28814117975
FINAL,4,2017,2,5,34,1,825,418.12550872
FINAL,4,2017,2,5,34,2,"2,526",3924.4244322
FINAL,4,2017,2,5,34,5,818,411.501843
FINAL,5,2017,2,5,34,1,340,41821.928166
FINAL,5,2017,2,5,34,2,862,6691.5085066
FINAL,5,2017,2,5,34,5,959,147564.86559
FINAL,7,2017,2,5,34,1,"11,532",98393600.611
FINAL,7,2017,2,5,34,2,"5,512",19736317.867
FINAL,7,2017,2,5,34,5,"461,894",13752505501
FINAL,3,2017,2,5,36,1,"50,359",2855926785.3
FINAL,3,2017,2,5,36,5,"703,990",36215676391
FINAL,4,2017,2,5,36,1,407,543.74107034
FINAL,4,2017,2,5,36,2,496,808.40380867
FINAL,4,2017,2,5,36,5,953,2975.8470719
FINAL,5,2017,2,5,36,1,"1,137",1193545.4331
FINAL,5,2017,2,5,36,2,38,50.826706175
FINAL,5,2017,2,5,36,5,"1,481",1158141.2796
FINAL,7,2017,2,5,36,5,"432,365",12111821293
FINAL,3,2017,2,5,51,1,"155,529",14212100994
FINAL,3,2017,2,5,51,5,"385,071",22283201710
FINAL,4,2017,2,5,51,2,107,97.453335161
FINAL,5,2017,2,5,51,1,14,29.639364464
FINAL,5,2017,2,5,51,5,622,99612.046144
FINAL,7,2017,2,5,51,1,"3,257",7262384.8981
FINAL,7,2017,2,5,51,2,"2,104",4568276.825
FINAL,7,2017,2,5,51,5,"497,432",19486769640
FINAL,3,2017,2,6,12,1,"2,100,703",647886742533
FINAL,3,2017,2,6,12,5,"1,081,828",156723288034
FINAL,5,2017,2,6,12,1,"33,827",111627694.59
FINAL,5,2017,2,6,12,2,"29,407",73413194.679
FINAL,5,2017,2,6,12,5,"18,616",9610180.0231
