status,mode_fx,year,wave,sub_reg,st,area_x,estrips,NUMVAR
,3,2000,1,6,12,1,"4,129,995",666194333384
,3,2000,1,6,12,5,"2,428,146",295641701851
,5,2000,1,6,12,1,"6,386",9087214.0748
,5,2000,1,6,12,2,"3,607",1346116.7612
,5,2000,1,6,12,5,"1,821",394087.94318
,7,2000,1,6,12,1,"479,073",6155917442.4
,7,2000,1,6,12,2,"336,261",2754644676.4
,7,2000,1,6,12,5,"1,499,008",34758877841
,3,2000,1,7,1,1,"229,543",3934369083.6
,3,2000,1,7,1,5,"80,164",2511784499.4
,5,2000,1,7,1,1,362,65278.946088
,5,2000,1,7,1,2,745,122169.66568
,5,2000,1,7,1,5,93,2720.1941716
,7,2000,1,7,1,1,"58,641",185796364.47
,7,2000,1,7,1,2,"31,473",162405375.11
,7,2000,1,7,1,5,"56,586",296569424.46
,3,2000,1,7,12,3,"2,143,278",381859633573
,3,2000,1,7,12,5,"1,981,098",163974001136
,5,2000,1,7,12,3,"17,006",8717850.88
,5,2000,1,7,12,4,"27,801",16059027.594
,5,2000,1,7,12,5,"20,180",12676320.603
,7,2000,1,7,12,3,"854,371",16437203484
,7,2000,1,7,12,4,"466,578",6865451559.4
,7,2000,1,7,12,5,"1,347,922",34775132952
,3,2000,1,7,22,5,"758,764",19656825333
,5,2000,1,7,22,1,128,5478.7384418
,5,2000,1,7,22,2,41,1514.0357952
,5,2000,1,7,22,5,"2,073",230602.21091
,7,2000,1,7,22,1,"26,449",409873906.76
,7,2000,1,7,22,2,"11,251",85653971.581
,7,2000,1,7,22,5,"638,628",5919367880.5
,3,2000,1,7,28,1,"237,451",2659572971.4
,3,2000,1,7,28,5,"74,581",1248451478.4
,5,2000,1,7,28,1,156,8633.3629385
,7,2000,1,7,28,1,"23,169",79684137.124
,7,2000,1,7,28,5,"83,143",182262199.51
,6,2000,2,4,9,2,"7,844",61525682.731
,7,2000,2,4,9,5,"61,235",62194772.791
,3,2000,2,4,25,1,"18,985",170798921.95
,3,2000,2,4,25,5,"416,897",4789178706.2
,6,2000,2,4,25,2,"24,258",379582165.37
,6,2000,2,4,25,5,"4,176",11256807.699
,7,2000,2,4,25,1,"25,543",111507610.95
,7,2000,2,4,25,2,"7,832",15187540.595
,7,2000,2,4,25,5,"76,213",201217647.74
,3,2000,2,4,44,1,"12,172",77840522.884
,3,2000,2,4,44,5,"139,782",1491240131.1
,7,2000,2,4,44,1,"1,949",4442412.9281
,7,2000,2,4,44,5,"27,764",13289206.066
,3,2000,2,5,10,1,"1,597",2576930.2019
,3,2000,2,5,10,5,"112,696",273551153.78
,6,2000,2,5,10,1,37,974.9335103
,6,2000,2,5,10,2,910,371041.59276
,6,2000,2,5,10,5,177,18065.257932
,7,2000,2,5,10,5,"55,836",36458438.854
,3,2000,2,5,24,5,"440,051",4607225629.4
,6,2000,2,5,24,1,"1,325",1466234.8104
,6,2000,2,5,24,2,"5,390",14748345.807
,7,2000,2,5,24,5,"306,265",2495257547.6
,3,2000,2,5,34,1,"231,769",10226170704
,3,2000,2,5,34,5,"604,519",17154853821
,6,2000,2,5,34,1,"15,053",40202393.986
,6,2000,2,5,34,2,"12,459",21021922.647
,6,2000,2,5,34,5,"24,735",65741779.394
,7,2000,2,5,34,1,"262,776",13235693679
,7,2000,2,5,34,5,"336,104",15513533833
,3,2000,2,5,36,1,"14,858",226188815.5
,3,2000,2,5,36,5,"639,784",8327765351.2
,6,2000,2,5,36,1,"2,653",724052.95743
,6,2000,2,5,36,2,"8,554",7525521.6877
,6,2000,2,5,36,5,"7,966",6864875.0222
,7,2000,2,5,36,1,"17,725",264333126.55
,7,2000,2,5,36,2,"11,379",71515995.227
,7,2000,2,5,36,5,"208,124",1075530431.5
,3,2000,2,5,51,1,"68,305",1228379785.8
,3,2000,2,5,51,5,"305,826",2798369330.3
,6,2000,2,5,51,1,221,38183.081363
,6,2000,2,5,51,2,"1,326",1165838.0718
,6,2000,2,5,51,5,261,64979.162165
,7,2000,2,5,51,1,"17,981",37462867.268
,7,2000,2,5,51,2,"15,396",51079534.691
,7,2000,2,5,51,5,"285,121",1214129688.5
,3,2000,2,6,12,1,"3,691,714",301263658144
,3,2000,2,6,12,5,"2,173,009",183706018091
,5,2000,2,6,12,1,"3,592",2825674.9742
,5,2000,2,6,12,2,"10,646",7393242.8406
,5,2000,2,6,12,5,"2,541",547253.49977
,7,2000,2,6,12,1,"484,034",4677655540.5
,7,2000,2,6,12,2,"620,040",6903370540.7
,7,2000,2,6,12,5,"1,735,276",32750887144
,3,2000,2,6,13,1,"124,027",2668162599.9
,3,2000,2,6,13,5,"263,030",4867661101.4
,5,2000,2,6,13,1,189,20887.51018
,5,2000,2,6,13,2,"1,094",298125.37701
,5,2000,2,6,13,5,644,195118.46075
,7,2000,2,6,13,1,"42,136",264306556.19
,7,2000,2,6,13,2,"11,028",23113791.198
,7,2000,2,6,13,5,"108,390",426061191.23
,3,2000,2,6,37,1,"1,139,378",20849706941
,3,2000,2,6,37,5,"112,581",1360303827.6
,5,2000,2,6,37,2,"16,238",49897255.748
,5,2000,2,6,37,5,"2,355",3062130.1058
,7,2000,2,6,37,1,"78,389",519290494.79
,7,2000,2,6,37,2,"110,860",595547149.91
,7,2000,2,6,37,5,"160,279",855749867.31
,3,2000,2,6,45,1,"610,465",27265109060
,3,2000,2,6,45,5,"207,125",8830597084.2
,5,2000,2,6,45,1,433,128980.40953
,5,2000,2,6,45,2,826,410690.58385
,5,2000,2,6,45,5,"1,714",1701393.5475
,7,2000,2,6,45,1,"13,299",62824336.995
,7,2000,2,6,45,2,"19,644",75823301.296
,7,2000,2,6,45,5,"218,828",670599616.08
,3,2000,2,7,1,1,"287,532",5436795688.8
,3,2000,2,7,1,5,"101,568",3888389456.5
,5,2000,2,7,1,1,"2,339",395260.86799
,5,2000,2,7,1,2,"5,842",1756378.4141
,5,2000,2,7,1,5,"1,127",160292.13252
,7,2000,2,7,1,1,"41,882",161650552.36
,7,2000,2,7,1,2,"88,263",1920744863.1
,7,2000,2,7,1,5,"112,351",2406798953.9
,3,2000,2,7,12,3,"2,209,866",159787896599
,3,2000,2,7,12,5,"1,474,667",58571942224
,5,2000,2,7,12,3,"35,891",13575716.246
,5,2000,2,7,12,4,"42,160",21380510.525
,5,2000,2,7,12,5,"20,459",8524195.9983
,7,2000,2,7,12,3,"1,466,252",26598326120
,7,2000,2,7,12,4,"609,048",16056059202
,7,2000,2,7,12,5,"2,072,824",48267881556
,3,2000,2,7,22,5,"777,691",8837545258.2
,5,2000,2,7,22,1,634,106194.90239
,5,2000,2,7,22,2,838,192221.29805
,5,2000,2,7,22,5,"11,434",3903441.6935
,7,2000,2,7,22,1,"30,950",152014169.29
,7,2000,2,7,22,2,"48,440",347015209.03
,7,2000,2,7,22,5,"937,414",7055975048.8
,3,2000,2,7,28,1,"103,170",3177466200.2
,3,2000,2,7,28,5,"259,401",3941235696
,5,2000,2,7,28,1,"1,727",393931.28405
,5,2000,2,7,28,2,170,27740.287279
,7,2000,2,7,28,1,"100,005",797749237.94
,7,2000,2,7,28,2,"36,883",239352702.23
,7,2000,2,7,28,5,"117,491",1123429152.9
,3,2000,3,4,9,5,"427,533",2656900238.5
,6,2000,3,4,9,5,"14,469",54315975.086
,7,2000,3,4,9,1,"1,774",3226636.3015
,7,2000,3,4,9,5,"405,521",1832326917.3
,3,2000,3,4,23,1,"165,950",2022174400.8
,3,2000,3,4,23,5,"84,091",1062383220.3
,6,2000,3,4,23,1,625,402455.84548
,6,2000,3,4,23,2,"1,807",3560932.6501
,7,2000,3,4,23,1,"52,006",216527170.64
,7,2000,3,4,23,2,"3,897",7415711.4981
,7,2000,3,4,23,5,"160,181",507547370.63
,3,2000,3,4,25,1,"468,791",11797038496
,3,2000,3,4,25,5,"1,641,706",33958491488
,6,2000,3,4,25,1,"2,683",2683642.4093
,6,2000,3,4,25,2,"27,712",158117796.26
,6,2000,3,4,25,5,"20,950",99940975.827
,7,2000,3,4,25,1,"196,434",1174774959.9
,7,2000,3,4,25,2,"88,072",439438941.26
,7,2000,3,4,25,5,"730,793",5148906884
,3,2000,3,4,33,1,"24,468",68957864.047
,3,2000,3,4,33,5,"96,203",235200202.79
,6,2000,3,4,33,1,819,349780.82776
,6,2000,3,4,33,2,"13,366",30419474.036
,7,2000,3,4,33,1,"40,736",38251319.681
,7,2000,3,4,33,2,"17,043",12918257.484
,7,2000,3,4,33,5,"29,492",35010505.65
,3,2000,3,4,44,1,"385,260",4599990494.3
,3,2000,3,4,44,5,"425,406",5124617509.4
,6,2000,3,4,44,1,794,430792.99509
,6,2000,3,4,44,2,"3,244",6827444.9881
,7,2000,3,4,44,1,"173,699",688296094.09
,7,2000,3,4,44,2,"13,856",25399729.385
,7,2000,3,4,44,5,"103,548",396793845.45
,3,2000,3,5,10,1,"185,959",3640692399.8
,3,2000,3,5,10,5,"198,115",3715523557.7
,6,2000,3,5,10,2,"11,685",21809753.147
,6,2000,3,5,10,5,"1,770",1047039.5382
,7,2000,3,5,10,1,"28,517",144345022.65
,7,2000,3,5,10,2,"36,544",145551666.16
,7,2000,3,5,10,5,"120,394",499707758.62
,3,2000,3,5,24,5,"1,107,061",12020047249
,6,2000,3,5,24,5,"30,580",52711339.908
,7,2000,3,5,24,1,"24,816",598563402.73
,7,2000,3,5,24,2,"25,634",346803894.97
,7,2000,3,5,24,5,"902,380",7386657821.3
,3,2000,3,5,34,1,"442,761",31614345238
,3,2000,3,5,34,5,"1,494,512",59097112225
,6,2000,3,5,34,1,"21,637",147072330.55
,6,2000,3,5,34,2,"91,529",963421292.08
,6,2000,3,5,34,5,"56,054",458914004.02
,7,2000,3,5,34,1,"519,491",9117766821
,7,2000,3,5,34,2,"337,607",5627306904.5
,7,2000,3,5,34,5,"815,589",12987227260
,3,2000,3,5,36,1,"118,045",2747948504.1
,3,2000,3,5,36,5,"1,203,755",17488922241
,6,2000,3,5,36,1,"35,734",102225112.54
,6,2000,3,5,36,2,"4,447",20890114.824
,6,2000,3,5,36,5,"39,699",148623468.52
,7,2000,3,5,36,1,"196,810",6306917108.5
,7,2000,3,5,36,2,"139,396",6440612778.5
,7,2000,3,5,36,5,"890,639",17168303397
,3,2000,3,5,51,1,"307,662",8571931722.3
,3,2000,3,5,51,5,"744,056",12261188261
,6,2000,3,5,51,2,"1,004",424327.55712
,6,2000,3,5,51,5,"17,186",20807938.634
,7,2000,3,5,51,1,"2,332",1245386.9428
,7,2000,3,5,51,2,"23,576",134723882.17
,7,2000,3,5,51,5,"1,005,535",10438158368
,3,2000,3,6,12,1,"2,691,563",224248798392
,3,2000,3,6,12,5,"2,112,810",131528907604
,5,2000,3,6,12,1,"10,080",20200896.153
,5,2000,3,6,12,2,"12,619",13602348.457
,5,2000,3,6,12,5,"2,871",1396333.1898
,7,2000,3,6,12,1,"277,663",1672488309.6
,7,2000,3,6,12,2,"767,128",7891291567.6
,7,2000,3,6,12,5,"910,869",10943737291
,3,2000,3,6,13,1,"174,542",3146712853.2
,3,2000,3,6,13,5,"134,507",2852034135
,5,2000,3,6,13,1,341,49927.968581
,5,2000,3,6,13,2,984,388899.87233
,5,2000,3,6,13,5,"2,408",1769703.618
,7,2000,3,6,13,1,"14,185",38083280.894
,7,2000,3,6,13,2,"46,007",124729244.16
,7,2000,3,6,13,5,"117,069",263979031.96
,3,2000,3,6,37,1,"2,591,864",72466875512
,3,2000,3,6,37,5,"181,613",4974150176.4
,5,2000,3,6,37,1,"7,345",12497064.284
,5,2000,3,6,37,2,"31,869",103991341.77
,5,2000,3,6,37,5,"6,854",35244182.795
,7,2000,3,6,37,1,"198,992",1367683170.6
,7,2000,3,6,37,2,"121,727",585667050.62
,7,2000,3,6,37,5,"511,669",3196838581.2
,3,2000,3,6,45,1,"772,436",22137104747
,3,2000,3,6,45,5,"289,168",11921505268
,5,2000,3,6,45,1,578,339474.43038
,5,2000,3,6,45,2,"7,824",15473659.081
,5,2000,3,6,45,5,"2,480",2454109.4099
,7,2000,3,6,45,1,"43,094",165470323.76
,7,2000,3,6,45,2,"22,445",70552629.71
,7,2000,3,6,45,5,"294,189",1103312796.2
,3,2000,3,7,1,1,"313,843",8772722401.2
,3,2000,3,7,1,5,"275,062",8431292478.5
,5,2000,3,7,1,1,"2,018",840029.30439
,5,2000,3,7,1,2,"21,057",9724349.9952
,5,2000,3,7,1,5,"1,159",189769.74403
,7,2000,3,7,1,1,"43,358",76644616.133
,7,2000,3,7,1,2,"148,674",355227306.86
,7,2000,3,7,1,5,"102,930",269181319.72
,3,2000,3,7,12,3,"2,968,159",207753715476
,3,2000,3,7,12,5,"1,291,894",52148044329
,5,2000,3,7,12,3,"53,778",28135735.561
,5,2000,3,7,12,4,"73,903",76926790.103
,5,2000,3,7,12,5,"30,947",25172099.333
,7,2000,3,7,12,3,"1,213,605",19035477930
,7,2000,3,7,12,4,"688,784",15167418100
,7,2000,3,7,12,5,"1,183,795",23142387983
,3,2000,3,7,22,1,"200,465",5406094724.6
,3,2000,3,7,22,5,"651,611",13289274212
,5,2000,3,7,22,1,"3,192",1980757.5445
,5,2000,3,7,22,2,"3,489",857375.53498
,5,2000,3,7,22,5,"20,651",9342324.1608
,7,2000,3,7,22,1,"56,123",372675652.09
,7,2000,3,7,22,2,"37,607",456502046.17
,7,2000,3,7,22,5,"830,667",5215137748.9
,3,2000,3,7,28,1,"2,346",6161087.5915
,3,2000,3,7,28,5,"709,424",6475595375.1
,5,2000,3,7,28,1,"1,929",747343.91344
,5,2000,3,7,28,2,"3,974",3599277.0252
,5,2000,3,7,28,5,"3,209",1246617.8361
,7,2000,3,7,28,1,"16,380",66431361.816
,7,2000,3,7,28,2,"11,746",40768925.313
,7,2000,3,7,28,5,"210,512",473188740.77
,3,2000,4,4,9,5,"682,638",5683698751.4
,6,2000,4,4,9,5,"16,960",36492392.992
,7,2000,4,4,9,1,"7,300",13801547.066
,7,2000,4,4,9,5,"462,421",1875315708
,3,2000,4,4,23,1,"378,383",4244843194.5
,3,2000,4,4,23,5,"112,554",1869557734.2
,6,2000,4,4,23,1,"2,249",4529296.8648
,6,2000,4,4,23,2,"6,514",21039130.785
,6,2000,4,4,23,5,547,202195.31207
,7,2000,4,4,23,1,"225,243",1651009786.5
,7,2000,4,4,23,2,"17,434",135021090.82
,7,2000,4,4,23,5,"121,520",947876534.69
,3,2000,4,4,25,1,"752,826",17148505718
,3,2000,4,4,25,5,"1,612,085",33714356643
,6,2000,4,4,25,1,"4,171",4116877.7646
,6,2000,4,4,25,2,"27,987",72994036.742
,6,2000,4,4,25,5,"14,974",46266390.453
,7,2000,4,4,25,1,"351,866",2721060143.7
,7,2000,4,4,25,2,"135,840",658840843
,7,2000,4,4,25,5,"1,115,584",9634030392.8
,3,2000,4,4,33,1,"50,036",221696335.97
,3,2000,4,4,33,5,"112,461",443284952.63
,6,2000,4,4,33,1,"4,665",4231879.0489
,6,2000,4,4,33,2,"16,118",30563927.451
,7,2000,4,4,33,1,"46,370",85276243.293
,7,2000,4,4,33,2,"30,160",41993031.516
,7,2000,4,4,33,5,"42,581",79768642.286
,3,2000,4,4,44,1,"573,628",8006289792.9
,3,2000,4,4,44,5,"383,943",5195533168.4
,6,2000,4,4,44,1,"5,928",7516497.6433
,6,2000,4,4,44,2,"10,052",17653781.199
,7,2000,4,4,44,1,"238,641",1118960072.9
,7,2000,4,4,44,2,"74,635",263982140.12
,7,2000,4,4,44,5,"139,529",717513998.64
,3,2000,4,5,10,1,"127,877",7837997731
,3,2000,4,5,10,5,"365,158",9745889350.5
,6,2000,4,5,10,2,"4,030",4815817.6603
,6,2000,4,5,10,5,"2,977",3697750.9844
,7,2000,4,5,10,1,"50,233",301495210.32
,7,2000,4,5,10,2,"36,529",114303316.16
,7,2000,4,5,10,5,"267,565",1373691951.2
,3,2000,4,5,24,1,"75,152",1750289752.4
,3,2000,4,5,24,5,"1,068,606",16363210295
,6,2000,4,5,24,1,"2,587",2856945.5098
,6,2000,4,5,24,2,"26,115",113635403.81
,6,2000,4,5,24,5,"70,225",708912714.93
,7,2000,4,5,24,1,"27,081",689068288.3
,7,2000,4,5,24,2,"69,497",1657341912.5
,7,2000,4,5,24,5,"948,965",9561245227.2
,3,2000,4,5,34,1,"889,483",71456090639
,3,2000,4,5,34,5,"1,520,467",109925530854
,6,2000,4,5,34,1,"28,694",707277753.55
,6,2000,4,5,34,2,"81,282",1347957077.5
,6,2000,4,5,34,5,"30,365",154158283.68
,7,2000,4,5,34,1,"521,959",8337108361.4
,7,2000,4,5,34,2,"442,140",7363377667.1
,7,2000,4,5,34,5,"955,510",13071913140
,3,2000,4,5,36,1,"92,598",1596972287.1
,3,2000,4,5,36,5,"2,412,082",46907698683
,6,2000,4,5,36,1,"63,391",722343854.43
,6,2000,4,5,36,2,"20,752",175719877.62
,6,2000,4,5,36,5,"50,774",786973708.87
,7,2000,4,5,36,1,"332,730",5220350695.6
,7,2000,4,5,36,2,"192,917",2722563905
,7,2000,4,5,36,5,"950,738",12455452414
,3,2000,4,5,51,1,"292,461",10937944526
,3,2000,4,5,51,5,"761,379",15576431499
,6,2000,4,5,51,2,"2,393",4843747.9565
,6,2000,4,5,51,5,"42,329",155878479.85
,7,2000,4,5,51,1,"9,989",33316573.633
,7,2000,4,5,51,2,"59,373",463022809.66
,7,2000,4,5,51,5,"788,746",4016547559.3
,3,2000,4,6,12,1,"3,005,606",254798395501
,3,2000,4,6,12,5,"1,625,761",124037212941
,5,2000,4,6,12,1,"9,939",14840757.692
,5,2000,4,6,12,2,"10,802",14174610.675
,5,2000,4,6,12,5,"4,308",1789331.8903
,7,2000,4,6,12,1,"323,991",2276570983
,7,2000,4,6,12,2,"680,706",6048512358.9
,7,2000,4,6,12,5,"796,087",9203485694.3
,3,2000,4,6,13,1,"86,955",2198750804.6
,3,2000,4,6,13,5,"196,196",2789100535.7
,5,2000,4,6,13,1,202,28956.514535
,5,2000,4,6,13,2,543,190217.06613
,5,2000,4,6,13,5,"1,382",987147.44469
,7,2000,4,6,13,1,"20,426",75517221.093
,7,2000,4,6,13,2,"17,715",42098978.53
,7,2000,4,6,13,5,"118,388",203191981.91
,3,2000,4,6,37,1,"3,392,395",147035801682
,3,2000,4,6,37,5,"451,030",16088492212
,5,2000,4,6,37,1,"13,245",22268727.784
,5,2000,4,6,37,2,"40,719",108176753.7
,5,2000,4,6,37,5,"7,121",14854768.5
,7,2000,4,6,37,1,"154,752",467876162.03
,7,2000,4,6,37,2,"117,601",311742685.46
,7,2000,4,6,37,5,"516,636",2175561367.1
,3,2000,4,6,45,1,"547,416",30393414346
,3,2000,4,6,45,5,"326,811",19442490277
,5,2000,4,6,45,1,"1,393",521268.06319
,5,2000,4,6,45,2,"2,857",1767338.6624
,5,2000,4,6,45,5,"4,619",4209678.6188
,7,2000,4,6,45,1,"39,430",185221136.5
,7,2000,4,6,45,2,"19,701",44687703.764
,7,2000,4,6,45,5,"256,259",906156365.36
,3,2000,4,7,1,1,"288,263",4386685162.8
,3,2000,4,7,1,5,"108,489",2707644564.1
,5,2000,4,7,1,1,"2,509",355327.13131
,5,2000,4,7,1,2,"11,534",3682854.0166
,5,2000,4,7,1,5,"1,611",504497.97533
,7,2000,4,7,1,1,"33,289",64844283.155
,7,2000,4,7,1,2,"145,882",583122841.69
,7,2000,4,7,1,5,"83,014",438363718.39
,3,2000,4,7,12,3,"2,348,414",173786436500
,3,2000,4,7,12,5,"845,904",28177431903
,5,2000,4,7,12,3,"36,627",20257550.16
,5,2000,4,7,12,4,"54,602",38881961.341
,5,2000,4,7,12,5,"20,453",19435689.449
,7,2000,4,7,12,3,"1,175,218",13407490986
,7,2000,4,7,12,4,"639,159",10358810852
,7,2000,4,7,12,5,"690,043",8086713532.7
,3,2000,4,7,22,1,"164,091",6634914914.8
,3,2000,4,7,22,5,"613,439",11209196537
,5,2000,4,7,22,1,"4,410",957449.11392
,5,2000,4,7,22,2,"5,035",1459582.3008
,5,2000,4,7,22,5,"12,384",3967684.3547
,7,2000,4,7,22,1,"94,853",567892844.67
,7,2000,4,7,22,2,"69,797",463664036.13
,7,2000,4,7,22,5,"715,570",4128854072.2
,3,2000,4,7,28,1,"1,850",3477846.4522
,3,2000,4,7,28,5,"577,342",5611072125.6
,5,2000,4,7,28,1,"1,428",305682.92248
,5,2000,4,7,28,2,"1,324",272471.71578
,5,2000,4,7,28,5,"1,961",630588.81255
,7,2000,4,7,28,1,"1,156",1364014.4881
,7,2000,4,7,28,2,"5,853",21468227.236
,7,2000,4,7,28,5,"215,023",424989770.26
,3,2000,5,4,9,5,"438,185",3363890570.6
,6,2000,5,4,9,5,"14,722",46212849.984
,7,2000,5,4,9,1,"16,856",144254623.01
,7,2000,5,4,9,5,"397,746",1775515712
,3,2000,5,4,23,1,"102,378",340397990.27
,3,2000,5,4,23,5,"29,036",131929518.51
,6,2000,5,4,23,1,"1,425",1465257.1952
,6,2000,5,4,23,2,"4,117",9812784.7865
,6,2000,5,4,23,5,347,127446.15858
,7,2000,5,4,23,1,"114,359",725361597.55
,7,2000,5,4,23,2,"3,932",6915071.3862
,7,2000,5,4,23,5,"80,541",507946974.68
,3,2000,5,4,25,1,"536,190",12979169583
,3,2000,5,4,25,5,"939,911",19740944319
,6,2000,5,4,25,1,"1,341",796887.45787
,6,2000,5,4,25,2,"7,783",19738509.835
,6,2000,5,4,25,5,"28,195",138492604.14
,7,2000,5,4,25,1,"163,833",1041719415.6
,7,2000,5,4,25,2,"68,817",276952931.91
,7,2000,5,4,25,5,"606,292",4079134706.5
,3,2000,5,4,33,1,"13,167",25289409.776
,3,2000,5,4,33,5,"47,504",83714675.326
,7,2000,5,4,33,1,"25,326",26911783.457
,7,2000,5,4,33,2,"11,602",7602579.9405
,7,2000,5,4,33,5,"22,679",20653312.463
,3,2000,5,4,44,1,"687,120",11042203492
,3,2000,5,4,44,5,"273,883",4181211966.1
,6,2000,5,4,44,1,"1,303",1211823.4654
,6,2000,5,4,44,2,"6,902",31746038.497
,6,2000,5,4,44,5,7,49.914500008
,7,2000,5,4,44,1,"119,538",562910368
,7,2000,5,4,44,2,"54,343",166636296.08
,7,2000,5,4,44,5,"130,104",667438073.69
,3,2000,5,5,10,1,"33,667",213882068.3
,3,2000,5,5,10,5,"341,349",3006725285.7
,6,2000,5,5,10,1,"1,323",882254.86285
,6,2000,5,5,10,2,"6,323",17082502.36
,6,2000,5,5,10,5,"4,223",8153631.4946
,7,2000,5,5,10,1,"23,533",71242011.445
,7,2000,5,5,10,2,"6,702",10472183.183
,7,2000,5,5,10,5,"177,591",456095689.9
,3,2000,5,5,24,1,"102,797",1446233574.3
,3,2000,5,5,24,5,"525,397",4645928221.9
