status,mode_fx,year,wave,sub_reg,st,area_x,estrips,NUMVAR
,3,1990,1,6,12,1,"4,497,520",982480277708
,3,1990,1,6,12,5,"2,630,810",499432449784
,5,1990,1,6,12,1,"10,185",39720114.285
,5,1990,1,6,12,2,"35,922",443227767.55
,7,1990,1,6,12,1,"156,042",1552145064.4
,7,1990,1,6,12,2,"149,266",1868903357
,7,1990,1,6,12,5,"1,123,487",26648642323
,3,1990,1,6,37,1,"280,342",7403906270.1
,7,1990,1,6,37,1,"25,388",230226776.03
,7,1990,1,6,37,5,"53,887",276039317.93
,3,1990,1,7,1,1,"171,950",3532138933.1
,3,1990,1,7,12,3,"2,112,236",240940023081
,3,1990,1,7,12,5,"1,818,698",175241021689
,5,1990,1,7,12,3,"9,861",50139646.88
,5,1990,1,7,12,4,"15,211",93072593.052
,5,1990,1,7,12,5,"7,287",42119808.394
,7,1990,1,7,12,3,"616,903",21198241869
,7,1990,1,7,12,4,"265,909",9801068513.9
,7,1990,1,7,12,5,"975,208",31333052512
,3,1990,1,7,22,1,"74,368",2825685111.2
,3,1990,1,7,22,5,"261,899",4208982323.5
,5,1990,1,7,22,1,"2,893",7484999.9354
,5,1990,1,7,22,5,"1,054",1236837.6068
,7,1990,1,7,22,1,"12,642",160258358.62
,7,1990,1,7,22,2,"23,145",316586691.6
,7,1990,1,7,22,5,"414,349",3995927504.5
,3,1990,1,7,28,1,"64,540",2736263216
,3,1990,1,7,28,5,"302,339",14928963386
,7,1990,1,7,28,1,"60,784",56517628.261
,3,1990,2,4,9,5,"86,697",266530651.82
,6,1990,2,4,9,5,"2,583",7238113.8989
,7,1990,2,4,9,5,"72,967",609243647.28
,6,1990,2,4,23,1,575,414294.22525
,6,1990,2,4,23,2,"1,640",3369562.007
,7,1990,2,4,23,1,"29,227",74816391.998
,7,1990,2,4,23,2,"1,885",1461706.7992
,3,1990,2,4,25,1,"44,846",352491408.94
,3,1990,2,4,25,5,"266,393",2604185663.7
,6,1990,2,4,25,1,"3,154",9562266.038
,6,1990,2,4,25,2,"12,788",107663704.06
