"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"3","2007","Stratum_1"," [count]",971719.316214139,196136.449109075,0.204502697295428
"1","2008","Stratum_1"," [count]",11270045.1492971,2751021.43247893,0.265715840926967
"2","2008","Stratum_1"," [count]",801778.057631227,218837.397227768,0.296749336937448
"3","2008","Stratum_1"," [count]",1550160.01529237,313891.013625061,0.205414747090246
"1","2009","Stratum_1"," [count]",17955663.0542029,5251244.10348099,0.318551826662828
"2","2009","Stratum_1"," [count]",1737680.7493444,460359.185706783,0.286204002029758
"3","2009","Stratum_1"," [count]",1014303.10256753,268893.073132314,0.271206494790808
"1","2010","Stratum_1"," [count]",22975867.6762936,6744697.80806145,0.319235603430924
"2","2010","Stratum_1"," [count]",2069576.09871743,470887.827774027,0.240307348885313
"3","2010","Stratum_1"," [count]",1653930.97379783,341319.850876877,0.208450677295847
"1","2011","Stratum_1"," [count]",27128378.9488051,6817851.54338543,0.276687968714843
"2","2011","Stratum_1"," [count]",1444704.87755015,391020.58475541,0.293400105671865
"3","2011","Stratum_1"," [count]",810648.359681213,199680.66090637,0.250576940412055
"1","2012","Stratum_1"," [count]",11217767.0909165,3206151.32553508,0.309884500212935
"2","2012","Stratum_1"," [count]",1653104.82852383,404829.139708119,0.262190972017311
"3","2012","Stratum_1"," [count]",1139398.05967224,284272.805010587,0.252175169137349
"1","2013","Stratum_1"," [count]",5502210.60983262,2351253.86595311,0.4721218943728
"2","2013","Stratum_1"," [count]",217381.730872631,106963.511195782,0.540590304419419
"3","2013","Stratum_1"," [count]",406122.807441661,150880.18640809,0.384735315744108
"1","2014","Stratum_1"," [count]",8235707.24771784,2526083.44268686,0.328879910399985
"2","2014","Stratum_1"," [count]",910076.43627377,271478.736035376,0.316680821281973
"3","2014","Stratum_1"," [count]",434391.134482965,146804.36883486,0.348799481672942
"1","2015","Stratum_1"," [count]",5808663.77325182,2170336.14501427,0.406183932541569
"2","2015","Stratum_1"," [count]",469083.623754703,187034.061533754,0.437015396885948
"3","2015","Stratum_1"," [count]",425006.560375646,168532.339136028,0.411059935328509
"1","2016","Stratum_1"," [count]",7490049.67332574,2490265.5120414,0.363693228139574
"2","2016","Stratum_1"," [count]",576546.634422972,195150.65206824,0.364723556786392
"3","2016","Stratum_1"," [count]",85567.8185957913,55999.4277860039,0.684083858322565
"1","2017","Stratum_1"," [count]",767309.259405733,497975.385357647,0.820967226579143
"2","2017","Stratum_1"," [count]",501740.023228653,375134.576364922,0.92750415826495
"3","2017","Stratum_1"," [count]",2867466.65254817,3913933.00950254,1.45928849255507
"1","2018","Stratum_1"," [count]",15940385.7747453,4926338.09184927,0.333231180247394
"2","2018","Stratum_1"," [count]",690542.602506251,248061.196250395,0.388361989514683
"3","2018","Stratum_1"," [count]",66715.4098159461,52963.5746082579,0.830784309376433
"1","2019","Stratum_1"," [count]",3607227.83107231,1352904.66882021,0.409498688549531
"2","2019","Stratum_1"," [count]",1363514.5660795,388942.834856312,0.310603554164868
"3","2019","Stratum_1"," [count]",64481.8041532266,51942.6025839174,0.835976869880698
